DocumentID,DocumentTitle,DocumentURL,Letter Date,Letter Year,PrimaryLanguage,AdditionalLanguage,Author,Recipient,SourceSmallest,SourceCity,SourceState,SourceCountry,Source,DestinationSmallest,DestinationCity,DestinationState,DestinationCountry,Destination
624582,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=335a,1765-11-6,1765,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
624583,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=336a,1765-11-6,1765,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
624584,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=336b,1765-11-6,1765,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
624585,From Hannah Walker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=337a,1765-10-26,1765,English,,Hannah Walker,Benjamin Franklin,Westbury,Westbury,Wiltshire,England,"Westbury, Wiltshire, England",London,London,Greater London,England,"London, Greater London, England"
624586,From Thomas Hutchinson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=339a,1765-10-27,1765,English,,Thomas Hutchinson,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624587,To Charles Morton,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=341a,1765-10-29,1765,English,,Benjamin Franklin,Charles Morton,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624588,From Anthony Armbruster: Chattel Mortgage and Inventory,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=342a,1765-10-29,1765,English,,Anthony Armbruster,unspecified,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",,,,,
624589,Montagu Wilmot to Alexander McNutt and Associates: Two Land Grants,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=345a,1765-10-31,1765,English,,Montagu Wilmot,Alexander McNutt and Associates,,,Nova Scotia,Canada,"Nova Scotia, Canada",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624590,From Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=350a,1765-11-3,1765,English,,Deborah Franklin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624591,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=355a,1765-11-6,1765,English,,James Parker (1714-1770),Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
624592,From Thomas Wharton,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=356a,1765-11-7,1765,English,,Thomas Wharton,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624593,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=360a,1765-11-9,1765,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624594,To William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=361a,1765-11-9,1765,English,,Benjamin Franklin,William Franklin,London,London,Greater London,England,"London, Greater London, England",Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America"
624595,To David Hall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=365a,1765-11-9,1765,English,,Benjamin Franklin,David Hall,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624596,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=366a,1765-11-13,1765,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
624597,From Edward Penington,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=370a,1765-11-14,1765,English,,Edward Penington,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624598,Joseph Galloway to William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=372a,1765-11-14,1765,English,,Joseph Galloway,William Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America"
624599,From Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=375a,1765-11-15,1765,English,,Joseph Galloway,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624600,From Thomas Hutchinson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=379a,1765-11-18,1765,English,,Thomas Hutchinson,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624601,From John Balfour,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=383a,1765-11-21,1765,English,,John Balfour,Benjamin Franklin,Edinburgh,Edinburgh,,Scotland,"Edinburgh, Scotland",London,London,Greater London,England,"London, Greater London, England"
624602,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=384a,1765-11-26,1765,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
624603,To William Strahan,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=385a,1765-11-27,1765,English,,Benjamin Franklin,William Strahan,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624604,From Hugh Roberts,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=386a,1765-11-27,1765,English,,Hugh Roberts,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624605,Joseph Galloway to Richard Jackson and Benjamin Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=388a,1765-11-29,1765,English,,Joseph Galloway,Richard Jackson:Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624606,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=389a,1765-11-30,1765,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
624607,From [John Ross],http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=390a,1765-11-15,1765,English,,John Ross,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624608,From William Heberden,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=391a,1765-12-4,1765,English,,William Heberden,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624609,"From Baynton, Wharton & Morgan",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=392a,1765-12-6,1765,English,,"Baynton, Wharton & Morgan",Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624610,From Timothy Goolding,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=392a,1765-12-7,1765,English,,Timothy Goolding,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624611,From George Croghan,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=395a,1765-12-12,1765,English,,George Croghan,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624612,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=400a,1765-12-13,1765,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624613,From Francis Hopkinson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=401a,1765-12-13,1765,English,,Francis Hopkinson,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624614,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=403a,1765-12-17,1765,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
624615,"""F.B."": First Reply to Tom Hint",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=406a,1765-12-19,1765,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624616,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=407a,1765-12-20,1765,English,,James Parker (1714-1770),Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
624617,"""F.B."": Second Reply to Tom Hint",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=410a,1765-12-23,1765,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624618,"""N.N."": First Reply to Vindex Patriae",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=413a,1765-12-28,1765,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624619,From Jane Mecom,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=417a,1765-12-30,1765,English,,Jane Mecom,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624620,From Thomas Wharton,http://franklinpapers.org/franklin//framedVolumes.jsp?vol=12&page=420a,1765-12-30,1765,English,,Thomas Wharton,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624621,To Mary Stevenson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=422a,1765-12-31,1765,English,,Benjamin Franklin,Mary Stevenson Hewson,London,London,Greater London,England,"London, Greater London, England",Kensington,London,Greater London,England,"London, Greater London, England"
624622,From Edward Bridgen,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=422b,1765,1765,English,,Edward Bridgen,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624623,From Mather Byles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=423a,1765,1765,English,,Mather Byles,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624624,From Peter Collinson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=425a,1765,1765,English,,Peter Collinson,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624625,From Grey Cooper,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=425b,1765,1765,English,,Grey Cooper,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624626,From Thomas Cumming,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=425c,1765,1765,English,,Thomas Cumming,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624627,From William Denny,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=426a,1765,1765,English,,William Denny,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624628,Mr. and Mrs. [Samuel?] Mead to Margaret Stevenson and Benjamin Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=426b,1765,1765,English,,Samuel Mead:? Mead,Benjamin Franklin:Margaret Stevenson,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624629,From [Henry] Potts,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=427a,1765,1765,English,,Henry Potts,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624630,From [Henry] Potts,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=427b,1765,1765,English,,Henry Potts,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624631,From Thomas Pownall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=428a,1765,1765,English,,Thomas Pownall,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624632,From Thomas Pownall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=428b,1765,1765,English,,Thomas Pownall,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624633,From Thomas Pownall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=428c,1765,1765,English,,Thomas Pownall,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624634,From Samuel Salt,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=429a,1765,1765,English,,Samuel Salt,Benjamin Franklin,Birmingham,Birmingham,West Midlands,England,"Birmingham, West Midlands, England",London,London,Greater London,England,"London, Greater London, England"
624635,From William Strahan,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=429b,1765,1765,English,,William Strahan,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624636,From William and Margaret Strahan,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=430a,1765,1765,English,,William Strahan:Margaret Strahan,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624637,From Thomas Whately,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=430b,1765,1765,English,,Thomas Whately,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624638,From Mr. and Mrs. Wood,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=431a,1765,1765,English,,? Wood (Male):? Wood (Female),Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624639,The Mother Country. A song,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=12&page=431b,1765,1765,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624640,From Thomas Hutchinson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=003a,1766-1-1,1766,English,,Thomas Hutchinson,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624641,"""Pacificus Secundus"": Reply to ""Pacificus""",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=004a,1766-1-2,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624642,"""Homespun"": Second Reply to ""Vindex Patriae""",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=007a,1766-1-2,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624643,"""F.B."": On the Paving of Chancery Lane",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=007a,1766-1-4,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624644,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=010a,1766-1-4,1766,English,,James Parker (1714-1770),Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
624645,"""N.N."": On the Tenure of the Manor of East Greenwich",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=018a,1766-1-6,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624646,To ?,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=023a,1766-1-6,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624647,"""N.N."": Communicating Massachusetts Documents",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=026a,1766-1-7,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624648,To the Pennsylvania Assembly Committee of Correspondence,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=028a,1766-1-11,1766,English,,Benjamin Franklin,Pennsylvania Assembly Committee of Correspondence,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624649,From Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=029a,1766-1-12,1766,English,,Deborah Franklin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624650,From Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=035a,1766-1-13,1766,English,,Joseph Galloway,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624651,"""F.B."": Third Reply to ""Tom Hint"": Two Taylors",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=038a,1766-1-14,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624652,To William Strahan: Report on William Pitt's Speech in the House of Commons,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=039a,1766-1-14,1766,English,,Benjamin Franklin,William Strahan,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624653,"""Homespun"": Further Defense of Indian Corn",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=044a,1766-1-15,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624654,From Benjamin Kent,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=049a,1766-1-19,1766,English,,Benjamin Kent,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
624655,From John Beveridge,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=049a,1766-1-20,1766,English,,John Beveridge,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624656,Pennsylvania Assembly Committee of Correspondence to Richard Jackson and Benjamin Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=051a,1766-1-21,1766,English,,Pennsylvania Assembly Committee of Correspondence,Richard Jackson:Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624657,"""A Friend to Both Countries"": More Arguments against the Stamp Act",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=052a,1766-1-23,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624658,"""Pacificus"": Pax Quaeritur Bello",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=054a,1766-1-23,1766,English,Latin,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624659,From Joseph Chew,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=058a,1766-1-24,1766,English,,Joseph Chew,Benjamin Franklin,New London,New London,Connecticut,America,"New London, Connecticut, America",,,,,
624660,James Parker: Valuation of the Printing Office,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=060a,1766-1-27,1766,English,,James Parker (1714-1770),unspecified,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",,,,,
624661,"""N.N's"": Reply to Vindex Patriae on American Representation in Parliament",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=063a,1766-1-29,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624662,Magna Britannia: Her Colonies Reduc'd (Explanation and Moral),http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=066a,1766-1-15,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624663,Magna Britannia: Her Colonies Reduc'd (Philadelphia Explanation),http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=071a,1767,1767,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624664,Fragments of a Pamphlet on the Stamp Act,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=072a,1766,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624665,From William Dunlap,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=084a,1766-2-1,1766,English,,William Dunlap,Benjamin Franklin,,,,Barbados,Barbados,London,London,Greater London,England,"London, Greater London, England"
624666,James Parker: Final Report on the Franklin and Hall Account,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=087a,1766-2-1,1766,English,,James Parker (1714-1770),unspecified,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",,,,,
624667,[William Hall]: Account of Benjamin Franklin with the Estate of David Hall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=099a,1766-2-1,1766,English,,William Hall,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624668,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=104a,1766-2-3,1766,English,,James Parker (1714-1770),Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624669,Observations on Mr. Parker's State of the Account,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=110a,1766,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624670,From Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=116a,1766-2-5,1766,English,,Deborah Franklin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624671,"""A Lover of Britain"": Preface to Three Letters to William Shirley",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=118a,1766-2-8,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624672,From Thomas Crowley,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=121a,1766-2-8,1766,English,,Thomas Crowley,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",,,,,
624673,Privy Council: Referral of Franklin's Application for a Land Grant,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=123a,1766-2-10,1766,English,,Privy Council,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624674,From Springett Penn,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=123b,1766-2-12,1766,English,,Springett Penn,Benjamin Franklin,Dublin,Dublin,Leinster,Ireland,"Dublin, Leinster, Ireland",London,London,Greater London,England,"London, Greater London, England"
624675,Examination before the Committee of the Whole of the House of Commons,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=124a,1766-2-13,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624676,Examination before the Committee of the Whole of the House of Commons,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=159a,1766-2-13,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624677,"""Pacificus"": On Chastising the Colonies",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=162a,1766-2-13,1766,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
624678,From Amelia Evans,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=163a,1766-2-18,1766,English,,Amelia Evans,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624679,Amelia Evans: Receipt,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=165a,1766-2-19,1766,English,,Amelia Evans,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
624680,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=165b,1766-2-22,1766,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624681,From Matthew Boulton,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=166a,1766-2-22,1766,English,,Matthew Boulton,Benjamin Franklin,Birmingham,Birmingham,West Midlands,England,"Birmingham, West Midlands, England",London,London,Greater London,England,"London, Greater London, England"
624682,To Joseph Fox,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=168a,1766-2-24,1766,English,,Benjamin Franklin,Joseph Fox,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624683,To David Hall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=169a,1766-2-24,1766,English,,Benjamin Franklin,David Hall,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624684,From George Croghan,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=171a,1766-2-25,1766,English,,George Croghan,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
624685,To David Hall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=173a,1766-2-26,1766,English,,Benjamin Franklin,David Hall,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
624686,From Ezra Stiles,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=13&page=174a,1766-2-26,1766,English,,Ezra Stiles,Benjamin Franklin,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",London,London,Greater London,England,"London, Greater London, England"
